ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,,205323,208239,210710,207681,194647,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,,203586,209116,213845,216112,211063,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,,177138,185870,193756,200562,201628,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,,163495,163900,165514,168856,171258,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,,167594,169911,170714,170217,163970,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,,147984,149524,152064,155611,157895,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,,138868,141236,143916,146027,142616,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,,120940,123710,126868,131601,130744,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,,106006,107315,109458,112753,112060,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,,84698,90195,93887,98390,100377,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,,63313,64460,66731,69594,72050,
ERP_F_18,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (no.),,,,47984,49347,50862,52463,53059,
ERP_F_19,Estimated resident population - Females - year ended 30 June,Females - 85 and over (no.),,,,56747,57455,58312,59171,60338,
ERP_F_21,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (%),,,,6.3,6.1,6,5.8,5.8,
ERP_F_22,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (%),,,,6,6,6,6,6.1,
ERP_F_23,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (%),,,,5.4,5.5,5.6,5.7,5.8,
ERP_F_24,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (%),,,,5.7,5.6,5.6,5.5,5.4,
ERP_F_25,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (%),,,,7.5,7.4,7.3,7,6.5,
ERP_F_26,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (%),,,,8.4,8.4,8.3,8.1,7.7,
ERP_F_27,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (%),,,,8.4,8.4,8.5,8.5,8.4,
ERP_F_28,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (%),,,,7.3,7.5,7.7,7.9,8,
ERP_F_29,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (%),,,,6.7,6.6,6.5,6.6,6.8,
ERP_F_30,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (%),,,,6.9,6.8,6.8,6.7,6.5,
ERP_F_31,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (%),,,,6.1,6,6,6.1,6.3,
ERP_F_32,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (%),,,,5.7,5.7,5.7,5.7,5.7,
ERP_F_33,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (%),,,,5,5,5,5.2,5.2,
ERP_F_34,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (%),,,,4.3,4.3,4.3,4.4,4.5,
ERP_F_35,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (%),,,,3.5,3.6,3.7,3.9,4,
ERP_F_36,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (%),,,,2.6,2.6,2.6,2.7,2.9,
ERP_F_37,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (%),,,,2,2,2,2.1,2.1,
ERP_F_38,Estimated resident population - Females - year ended 30 June,Females - 85 and over (%),,,,2.3,2.3,2.3,2.3,2.4,
ERP_P_2,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (no.),,,,314317,313613,312422,307416,300027,
ERP_P_3,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (no.),,,,300908,307789,312971,315275,312870,
ERP_P_4,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (no.),,,,272752,281964,290615,298915,299622,
ERP_P_5,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (no.),,,,283526,286128,289602,286312,279332,
ERP_P_6,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (no.),,,,372810,378415,380007,368733,338453,
ERP_P_7,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (no.),,,,409123,415717,422835,418931,394477,
ERP_P_8,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (no.),,,,403993,414103,422560,426798,416247,
ERP_P_9,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (no.),,,,354445,371662,387190,400333,401913,
ERP_P_10,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (no.),,,,325168,326314,329720,336183,340304,
ERP_P_11,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (no.),,,,326418,331525,333825,333337,323110,
ERP_P_12,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (no.),,,,290128,292810,297428,304439,308833,
ERP_P_13,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (no.),,,,271069,276308,281107,284884,279371,
ERP_P_14,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (no.),,,,232787,237970,244646,252829,251634,
ERP_P_15,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (no.),,,,202972,204517,207505,213321,212363,
ERP_P_16,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (no.),,,,162537,172474,178765,186005,187782,
ERP_P_17,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (no.),,,,118457,120981,125285,130559,135159,
ERP_P_18,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (no.),,,,85599,88309,91013,94285,96061,
ERP_P_19,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (no.),,,,91091,92539,94421,96284,98599,
ERP_P_21,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (%),,,,6.5,6.4,6.2,6.1,6,
ERP_P_22,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (%),,,,6.2,6.3,6.3,6.2,6.3,
ERP_P_23,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (%),,,,5.7,5.7,5.8,5.9,6,
ERP_P_24,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (%),,,,5.9,5.8,5.8,5.7,5.6,
ERP_P_25,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (%),,,,7.7,7.7,7.6,7.3,6.8,
ERP_P_26,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (%),,,,8.5,8.5,8.5,8.3,7.9,
ERP_P_27,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (%),,,,8.4,8.4,8.4,8.4,8.4,
ERP_P_28,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (%),,,,7.4,7.6,7.7,7.9,8.1,
ERP_P_29,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (%),,,,6.7,6.6,6.6,6.7,6.8,
ERP_P_30,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (%),,,,6.8,6.7,6.7,6.6,6.5,
ERP_P_31,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (%),,,,6,6,5.9,6,6.2,
ERP_P_32,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (%),,,,5.6,5.6,5.6,5.6,5.6,
ERP_P_33,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (%),,,,4.8,4.8,4.9,5,5.1,
ERP_P_34,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (%),,,,4.2,4.2,4.1,4.2,4.3,
ERP_P_35,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (%),,,,3.4,3.5,3.6,3.7,3.8,
ERP_P_36,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (%),,,,2.5,2.5,2.5,2.6,2.7,
ERP_P_37,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (%),,,,1.8,1.8,1.8,1.9,1.9,
ERP_P_38,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (%),,,,1.9,1.9,1.9,1.9,2,
BD_2,Births and deaths - year ended 31 December,Births (no.),,,65147,64543,61358,60764,57206,58289,
BD_3,Births and deaths - year ended 31 December,Total fertility rate (births per female) (rate),,,1.66,1.67,1.66,1.58,1.49,1.46,
BD_4,Births and deaths - year ended 31 December,Deaths (no.),,,26429,26828,25482,29173,27718,28567,
BD_5,Births and deaths - year ended 31 December,Standardised death rate (per 1000 people) (rate),,,5.1,5,4.8,4.8,4.8,4.9,
MIGRATION_2,Internal and overseas migration - at 30 June,Internal arrivals (no.),,,,86782,93549,94274,81165,76122,94484
MIGRATION_3,Internal and overseas migration - at 30 June,Internal departures (no.),,,,76609,87874,92022,90431,109623,120696
MIGRATION_4,Internal and overseas migration - at 30 June,Net internal migration (no.),,,,10173,5675,2252,-9266,-33501,-26212
MIGRATION_5,Internal and overseas migration - at 30 June,Overseas arrivals (no.),,,,148562,149794,156356,140972,23265,113463
MIGRATION_6,Internal and overseas migration - at 30 June,Overseas departures (no.),,,,64445,70004,78100,84889,77632,59224
MIGRATION_7,Internal and overseas migration - at 30 June,Net overseas migration (no.),,,,84117,79790,78256,56083,-54367,54239
CENSUS_34,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (no.),18022,,24064,,,,,32952,
CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (%),0.5,,0.5,,,,,0.7,
CENSUS_4,Overseas born population - Census,Born in Oceania and Antarctica (excluding Australia) (%),,,2.3,,,,,2.2,
CENSUS_5,Overseas born population - Census,Born in North-West Europe (%),,,5.1,,,,,4.6,
CENSUS_6,Overseas born population - Census,Born in Southern and Eastern Europe (%),,,5.2,,,,,4.7,
CENSUS_7,Overseas born population - Census,Born in North Africa and the Middle East (%),,,2.4,,,,,2.7,
CENSUS_8,Overseas born population - Census,Born in South-East Asia (%),,,5.6,,,,,6,
CENSUS_9,Overseas born population - Census,Born in North-East Asia (%),,,4.6,,,,,4.6,
CENSUS_10,Overseas born population - Census,Born in Southern and Central Asia (%),,,6,,,,,8,
CENSUS_11,Overseas born population - Census,Born in Americas (%),,,1.2,,,,,1.4,
CENSUS_12,Overseas born population - Census,Born in Sub-Saharan Africa (%),,,1.4,,,,,1.5,
CENSUS_35,Overseas born population - Census,Total born overseas (no.),,,1515595,,,,,1751538,
CENSUS_13,Overseas born population - Census,Total born overseas (%),,,33.8,,,,,35.6,
CENSUS_15,Religious affiliation - Census,Buddhism (%),4,,3.8,,,,,3.9,
CENSUS_16,Religious affiliation - Census,Christianity (%),55.8,,46.3,,,,,40.1,
CENSUS_17,Religious affiliation - Census,Hinduism (%),2,,2.9,,,,,4.1,
CENSUS_18,Religious affiliation - Census,Islam (%),3.6,,4.2,,,,,5.3,
CENSUS_19,Religious affiliation - Census,Judaism (%),1.1,,0.9,,,,,0.9,
CENSUS_20,Religious affiliation - Census,Other religions (%),1.1,,1.5,,,,,2.1,
CENSUS_40,Religious affiliation - Census,"Secular beliefs, other spiritual beliefs or no religion (%)",23.7,,31.5,,,,,37.3,
CENSUS_22,Religious affiliation - Census,Religious affiliation inadequately described or not stated (%),8.8,,9.1,,,,,6.2,
CENSUS_36,Australian citizenship - Census,Australian citizen (no.),3321375,,3568818,,,,,3987668,
CENSUS_37,Australian citizenship - Census,Not an Australian citizen (no.),458737,,638203,,,,,723938,
CENSUS_38,Australian citizenship - Census,Australian citizenship not stated (no.),219867,,278190,,,,,206142,
CENSUS_29,Australian citizenship - Census,Australian citizen (%),83,,79.6,,,,,81.1,
CENSUS_30,Australian citizenship - Census,Not an Australian citizen (%),11.5,,14.2,,,,,14.7,
CENSUS_31,Australian citizenship - Census,Australian citizenship not stated (%),5.5,,6.2,,,,,4.2,
CENSUS_39,Speaks a language other than English at home - Census,Speaks a language other than English at home (no.),1162882,,1450936,,,,,1678483,
CENSUS_33,Speaks a language other than English at home - Census,Speaks a language other than English at home (%),29.1,,32.3,,,,,34.1,
ADFS_2,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (no.),,,,,,,,6978,
ADFS_3,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (no.),,,,,,,,56475,
ADFS_4,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (%),,,,,,,,0.2,
ADFS_5,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (%),,,,,,,,1.4,
ING_ERP_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Estimated resident Aboriginal and Torres Strait Islander population (no.),,,29512,,,,,,
ING_CULTID,Culture,"Identifies with tribal group, language group, clan, mission or regional group (%)",,55,,,,72.4,,,
ING_HLTC1,Culture,Recognises an area as homelands/traditional country (%),,68.9,,,,61.6,,,
ING_HLTC2,Culture,Recognises and lives in homelands/traditional country (%),,6.6,,,,6.5,,,
ING_HLTC3,Culture,Recognises and allowed to visit homelands/traditional country (%),,58.9,,,,54.1,,,
ING_LANG1,Language - Census,Speakers of an Aboriginal or Torres Strait Islander language who identify as Aboriginal and/or Torres Strait Islander (%),1.3,,1.1,,,,,1.7,
ING_LANG2,Language - Census,Speaks English at home (%),95.5,,95.5,,,,,95.1,
ING_EETP1,"Engagement in employment, education or training - Census",Fully engaged (%),50.9,,51.4,,,,,,
ING_EETP2,"Engagement in employment, education or training - Census",Partially or at least partially engaged (%),18.2,,18,,,,,,
ING_EETP3,"Engagement in employment, education or training - Census",Not engaged (%),30.9,,30.6,,,,,,
ING_YR12ATT,Education - Census,Attained year 12 or equivalent or Certificate III or above (aged 20-24 years) (%),68.4,,75.9,,,,,,
ING_EMP1,Labour force status - Census,Employed (no.),6309,,8836,,,,,,
ING_EMP2,Labour force status - Census,% of total labour force employed,88.9,,88.1,,,,,,
ING_UNEMP1,Labour force status - Census,Unemployed (no.),790,,1190,,,,,,
ING_UNEMP2,Labour force status - Census,% of total labour force unemployed,11.1,,11.9,,,,,,
ING_LABF,Labour force status - Census,In the labour force (no.),7099,,10025,,,,,,
ING_LFPR,Labour force status - Census,Labour force participation rate (%),64.4,,65.9,,,,,,
ING_NILF,Labour force status - Census,Not in the labour force (%),35.6,,34.1,,,,,,
ING_1564,Labour force status - Census,Total responding population aged 15-64 years (no.),11028,,15208,,,,,,
ING_EMP3,Labour force status - Census,% of total Census responding population employed,57.2,,58.1,,,,,,
ING_UA1,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (no.),1495,,2285,,,,,3731,
ING_UA2,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (%),12.3,,13.7,,,,,16,
ING_UPCC1,Unpaid child care - Census,Cared for own child/children (no.),2398,,3286,,,,,4461,
ING_UPCC2,Unpaid child care - Census,Cared for own child/children (%),19.7,,19.7,,,,,19.2,
ING_UPCC3,Unpaid child care - Census,Cared for other child/children (no.),906,,1346,,,,,1477,
ING_UPCC4,Unpaid child care - Census,Cared for other child/children (%),7.4,,8.1,,,,,6.3,
ING_UPCC5,Unpaid child care - Census,Total provided unpaid child care (no.),3463,,4831,,,,,6148,
ING_UPCC6,Unpaid child care - Census,Total provided unpaid child care (%),28.4,,28.9,,,,,26.4,
ING_UPCC7,Unpaid child care - Census,Did not provide unpaid child care (no.),7643,,10820,,,,,16050,
ING_UPCC8,Unpaid child care - Census,Did not provide unpaid child care (%),62.8,,64.7,,,,,69,
ING_VOLWP1,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (no.),1943,,3178,,,,,3112,
ING_VOLWP2,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (%),16,,19,,,,,13.4,
ING_SAHLTH,Self-assessed health,Excellent/very good self-assessed health (%),,41.5,,,,48.8,,,
ING_DISAB1,Disability status,Profound/severe core activity limitation (no.),,,,,,2768,,,
ING_DISAB2,Disability status,Moderate/mild core activity limitation (no.),,,,,,4873,,,
ING_DISAB3,Disability status,Schooling/employment restriction only (no.),,,,,,3356,,,
ING_DISAB4,Disability status,No limitation or specific restriction (no.),,,,,,3363,,,
ING_DISAB5,Disability status,Total with disability (no.),,,,,,14498,,,
ING_DISAB6,Disability status,Total with disability (%),,,,,,47.2,,,
ING_DISAB7,Disability status,Has no disability or long-term health condition (%),,,,,,52.8,,,
ING_LTHC1,Current long-term health conditions,No current long-term health conditions (%),,,,,,17.6,,,
ING_LTHC2,Current long-term health conditions,One long-term health condition (no.),,,,,,5976,,,
ING_LTHC3,Current long-term health conditions,Two long-term health conditions (no.),,,,,,5376,,,
ING_LTHC4,Current long-term health conditions,Three or more long-term health conditions (no.),,,,,,13790,,,
ING_LTHC5,Current long-term health conditions,Total with one or more current long-term health conditions (no.),,,,,,25183,,,
ING_LTHC6,Current long-term health conditions,Total with one or more current long-term health conditions (%),,,,,,82.1,,,
ING_USP1,Usual and preferred health service providers,Aboriginal Medical Service is usual health service provider (no.),,,,,,1556,,,
ING_USP2,Usual and preferred health service providers,Aboriginal Medical Service is usual health service provider (%),,,,,,5.2,,,
ING_USP3,Usual and preferred health service providers,Aboriginal Medical Service is preferred health service provider is (no.),,,,,,9689,,,
ING_USP4,Usual and preferred health service providers,Aboriginal Medical Service is preferred health service provider (%),,,,,,31.6,,,
ING_ALC1,Health risk factor - Alcohol consumption,Did not exceed life time alcohol risk levels (2009 guidelines) (no.),,13690,,,,17068,,,
ING_ALC2,Health risk factor - Alcohol consumption,Did not exceed life time alcohol risk levels (2009 guidelines) (%),,83.5,,,,84.2,,,
ING_SMK1,Health risk factor - Smoker status,Ex smoker/never smoked (no.),,10606,,,,14368,,,
ING_SMK2,Health risk factor - Smoker status,Ex smoker/never smoked (%),,64.6,,,,70.9,,,
ING_ASHP,Appropriately sized housing - Census,Persons living in appropriately sized dwellings (Closing the Gap measure) (%),87,,88.1,,,,,90,
ING_ONEBR,Appropriately sized housing - Census,Persons living in a dwelling requiring one additional bedroom (%),10,,9,,,,,7.3,
ING_TWOBR,Appropriately sized housing - Census,Persons living in a dwelling requiring two additional bedrooms (%),2.5,,2.3,,,,,2.1,
ING_THRBR,Appropriately sized housing - Census,Persons living in a dwelling requiring three additional bedrooms (%),0.4,,0.4,,,,,0.5,
ING_FOUBR,Appropriately sized housing - Census,Persons living in a dwelling requiring four or more additional bedrooms (%),0.1,,0.3,,,,,0.1,
ING_TTYPE1,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),7503,,10475,,,,,14108,
ING_TTYPE3,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),43.5,,45.7,,,,,44.8,
ING_TTYPE2,Tenure type - Census,Renter (no.),8830,,11305,,,,,16428,
ING_TTYPE4,Tenure type - Census,Renter (%),51.2,,49.3,,,,,52.2,
CABEE_2,Number of businesses - at 30 June,Number of non-employing businesses,,,,,285710,302543,320361,311471,368102
CABEE_3,Number of businesses - at 30 June,Number of employing businesses: 1-4 employees,,,,,120915,121465,120158,146741,149775
CABEE_4,Number of businesses - at 30 June,Number of employing businesses: 5-19 employees,,,,,38156,39561,40407,42096,42585
CABEE_38,Number of businesses - at 30 June,Number of employing businesses: 20 or more employees,,,,,11341,11773,11867,11928,12172
CABEE_5,Number of businesses - at 30 June,Total number of businesses,,,,,456126,475341,492795,512243,572637
CABEE_7,Business entries - year ended 30 June,Number of non employing business entries,,,,,,64306,64587,61612,106659
CABEE_8,Business entries - year ended 30 June,Number of employing business entries: 1-4 employees,,,,,,17352,16694,21419,22671
CABEE_9,Business entries - year ended 30 June,Number of employing business entries: 5-19 employees,,,,,,1694,1618,1426,1728
CABEE_39,Business entries - year ended 30 June,Number of employing business entries: 20 or more employees,,,,,,250,234,217,352
CABEE_10,Business entries - year ended 30 June,Total number of business entries,,,,,,83602,83133,84686,131408
CABEE_12,Business exits - year ended 30 June,Number of non employing business exits,,,,,,49750,51479,53898,53145
CABEE_13,Business exits - year ended 30 June,Number of employing business exits: 1-4 employees,,,,,,11670,11125,7997,13314
CABEE_14,Business exits - year ended 30 June,Number of employing business exits: 5-19 employees,,,,,,2062,2100,1446,2128
CABEE_40,Business exits - year ended 30 June,Number of employing business exits: 20 or more employees,,,,,,401,352,298,358
CABEE_15,Business exits - year ended 30 June,Total number of business exits,,,,,,63883,65062,63645,68951
CABEE_19,Number of businesses by industry - at 30 June,"Agriculture, forestry and fishing (no.)",,,,,6613,6443,6371,6348,6458
CABEE_28,Number of businesses by industry - at 30 June,Mining (no.),,,,,560,527,519,529,568
CABEE_27,Number of businesses by industry - at 30 June,Manufacturing (no.),,,,,16822,16812,16646,17289,18541
CABEE_23,Number of businesses by industry - at 30 June,"Electricity, gas water and waste services (no.)",,,,,1494,1579,1644,1757,1885
CABEE_21,Number of businesses by industry - at 30 June,Construction (no.),,,,,80186,83132,85178,89391,99380
CABEE_37,Number of businesses by industry - at 30 June,Wholesale trade (no.),,,,,18882,19191,19392,20084,21000
CABEE_34,Number of businesses by industry - at 30 June,Retail trade (no.),,,,,29552,30281,31115,34012,38119
CABEE_17,Number of businesses by industry - at 30 June,Accommodation and food services (no.),,,,,20611,21337,22114,23222,24654
CABEE_36,Number of businesses by industry - at 30 June,"Transport, postal and warehousing (no.)",,,,,42764,47849,52656,50877,64271
CABEE_26,Number of businesses by industry - at 30 June,Information media and telecommunications (no.),,,,,5608,5898,5884,6124,6480
CABEE_24,Number of businesses by industry - at 30 June,Financial and insurance services (no.),,,,,25023,25778,26664,27887,29644
CABEE_33,Number of businesses by industry - at 30 June,"Rental, hiring and real estate services (no.)",,,,,53871,55479,56937,58614,62310
